BTC;Bitcoin;http://bitcoin.org/;3/1/2009;tier1
LTC;Litecoin;http://litecoin.org/;1/10/2011;tier1
PPC;PEERCoin;https://bitcointalk.org/index.php?topic=101820.0;8/12/2012;tier1
NXT;Nxt;https://bitcointalk.org/index.php?topic=345619.0;25/11/2013;tier1
DOGE;Dogecoin;https://bitcointalk.org/index.php?topic=361813.0;8/12/2013;tier2
MSC;mastercoin;https://bitcointalk.org/index.php?topic=265488.0;9/1/2013;tier2
NMC;Namecoin;http://namecoin.info/;4/11/2011;tier2
QRK;Quark;https://bitcointalk.org/index.php?topic=260031.0;;tier2
PTS;ProtoShares;https://bitcointalk.org/index.php?topic=325261.0;;tier2
WDC;Worldcoin;https://bitcointalk.org/index.php?topic=204894.0;;tier2
MEC;Megacoin;https://bitcointalk.org/index.php?topic=218851.0;;tier2
XPM;PrimeCoin;https://bitcointalk.org/index.php?topic=251850.0;;tier2
IFC;infinitecoin;https://bitcointalk.org/index.php?topic=225891.0;;tier2
FTC;FeatherCoin;https://bitcointalk.org/index.php?topic=178286.0;;tier2
NVC;NovaCoin;https://bitcointalk.org/index.php?topic=143221.0;;tier2
TIX;Tickets;https://bitcointalk.org/index.php?topic=297666.0;;tier2
DVC;Devcoin;https://bitcointalk.org/index.php?topic=34586.0;;tier2
ZET;Zetacoin;https://bitcointalk.org/index.php?topic=267545.0;;tier2
TRC;Terracoin;http://terracoin.org/;;tier2
DGC;DigitalCoin;https://bitcointalk.org/index.php?topic=209508.0;;tier2
ANC;Anoncoin;https://bitcointalk.org/index.php?topic=227287.0;;tier2
FRC;Freicoin;http://www.freicoin.org/;;tier2
IXC;IxCoin;https://bitcointalk.org/index.php?topic=36218.0;;tier3
CL;Copperlark;https://bitcointalk.org/index.php?topic=225891.0;;tier3
CGB;CryptogenicBullion;https://bitcointalk.org/index.php?topic=245086.0;;tier3
MNC;Mincoin;https://bitcointalk.org/index.php?topic=165397.0;;tier3
BQC;BBQCoin;https://bitcointalk.org/index.php?topic=93437.0;;tier3
GLD;Goldcoin;https://bitcointalk.org/index.php?topic=231834.0;;tier3
I0C;I0coin;https://bitcointalk.org/index.php?topic=36425.0;;tier3
NET;NetCoin;http://netcoinfoundation.org/;;tier3
BTB;BitBar;https://bitcointalk.org/index.php?topic=238608.0;;tier3
YAC;YACoin;https://bitcointalk.org/index.php?topic=196196.0;;tier3
BTE;Bytecoin;https://bitcointalk.org/index.php?topic=164569.0;;tier3
FLO;Florin;https://bitcointalk.org/index.php?topic=236742.0;;tier3
USC;UnitedScryptCoin;https://bitcointalk.org/index.php?topic=353688.0;;tier3
BLC;Blakecoin;https://bitcointalk.org/index.php?topic=306894.0;;tier3
TAG;TagCoin;https://bitcointalk.org/index.php?topic=317408.0;;tier3
UN;Unobtanium;https://bitcointalk.org/index.php?topic=313126.0;;tier3
PXC;PhenixCoin;https://bitcointalk.org/index.php?topic=211165.0;;tier3
PyBC;Coin;https://bitcointalk.org/index.php?topic=252152.0;;tier3
FRK;Franko;https://bitcointalk.org/index.php?topic=202417.0;;tier3
CAP;Bottlecaps;https://bitcointalk.org/index.php?topic=241445.0;;tier3
NBL;nibble;https://bitcointalk.org/index.php?topic=216637.0;;tier3
GME;Gamecoin;https://bitcointalk.org/index.php?topic=263600.0;;tier3
CNC;CHNCoin;https://bitcointalk.org/index.php?topic=192243.0;;tier3
HBN;HoboNickels;https://bitcointalk.org/index.php?topic=261550.0;;tier3
JKC;JKC;https://bitcointalk.org/index.php?topic=202454.0;;tier3
FST;Fastcoin;https://bitcointalk.org/index.php?topic=218852.0;;tier3
KGC;krugercoin;https://bitcointalk.org/index.php?topic=246803.0;;tier3
BTG;bitgem;https://bitcointalk.org/index.php?topic=207008.0;;tier3
ZCC;ZcCoin;https://bitcointalk.org/index.php?topic=268575.0;;tier3
FEC;FreeCoin;https://bitcointalk.org/index.php?topic=268883.0;;tier3
PHS;Philosopherstone;https://bitcointalk.org/index.php?topic=263744.0;;tier3
AMC;Americancoin;https://bitcointalk.org/index.php?topic=219165.0;;tier3
SPC;supercoin;https://bitcointalk.org/index.php?topic=206164.0;;tier3
LKY;LuckyCoin;https://bitcointalk.org/index.php?topic=214614.0;;tier3
SPT;Spots;https://bitcointalk.org/index.php?topic=259764.0;;tier3
MEM;MEMEcoin;https://bitcointalk.org/index.php?topic=217526.0;;tier3
EZC;EzCoin;https://bitcointalk.org/index.php?topic=219308.0;;tier3
CMC;CosmosCoin;https://bitcointalk.org/index.php?topic=245938.0;;tier3
DMD;Diamond;https://bitcointalk.org/index.php?topic=255806.0;;tier3
ARG;Argentum;https://bitcointalk.org/index.php?topic=231524.0;;tier3
SIC;Sifcoin;https://bitcointalk.org/index.php?topic=240894.0;;tier3
Ybc;Ybcoin;https://bitcointalk.org/index.php?topic=243046.0;;tier3
GLX;Galaxycoin;https://bitcointalk.org/index.php?topic=252127.0;;tier3
NUG;Nuggets;https://bitcointalk.org/index.php?topic=256460.0;;tier3
LBW;Lebowskis;https://bitcointalk.org/index.php?topic=260311.0;;tier3
CSC;CasinoCoin;https://bitcointalk.org/index.php?topic=258090.0;;tier3
EGC;EagleCoin;https://bitcointalk.org/index.php?topic=260484.0;;tier3
ZTC;ZenithCoin;https://bitcointalk.org/index.php?topic=219644.0;;tier3
ONC;Onecoin;https://bitcointalk.org/index.php?topic=200177.0;;tier3
ELP;ElephantCoin;https://bitcointalk.org/index.php?topic=256501.0;;tier3
GLC;GlobalCoin;https://bitcointalk.org/index.php?topic=243911.0;;tier3
CDC;Cloudcoin;https://bitcointalk.org/index.php?topic=256120.0;;tier3
GDC;Grand;https://bitcointalk.org/index.php?topic=255629.0;;tier3
PYC;Paycoin;https://bitcointalk.org/index.php?topic=268941.0;;tier3
ADT;AndroidsTokens;https://bitcointalk.org/index.php?topic=276884.0;;tier3
CPR;Copper;https://bitcointalk.org/index.php?topic=271919.0;;tier3
SAU;Sauron;https://bitcointalk.org/index.php?topic=273198.0;;tier3
PLT;PlayToken;https://bitcointalk.org/index.php?topic=266521.0;;tier3
BOC;BountyCoin;https://bitcointalk.org/index.php?topic=271729.0;;tier3
SRC;SecureCoin;https://bitcointalk.org/index.php?topic=270852.0;;tier3
TEK;TEKcoin;https://bitcointalk.org/index.php?topic=289490.0;;tier3
EXC;Extremecoin;https://bitcointalk.org/index.php?topic=276609.0;;tier3
DPS;DollarPounds;https://bitcointalk.org/index.php?topic=274194.0;;tier3
CRC;Craftcoin;https://bitcointalk.org/index.php?topic=250343.0;;tier3
KING;KingCoin;https://bitcointalk.org/index.php?topic=278834.0;;tier3
CP2;CPU2coin;https://bitcointalk.org/index.php?topic=278382.0;;tier3
ASC;AsicCoin;https://bitcointalk.org/index.php?topic=292501.0;;tier3
MAP;Maples;https://bitcointalk.org/index.php?topic=288690.0;;tier3
COL;Colossuscoin;https://bitcointalk.org/index.php?topic=279601.0;;tier3
ITC;ItalyCoin;https://bitcointalk.org/index.php?topic=296775.0;;tier3
MSC;Mason;https://bitcointalk.org/index.php?topic=296277.0;;tier3
LK7;Lucky7Coin;https://bitcointalk.org/index.php?topic=295157.0;;tier3
BEC;BeaoCoin;https://bitcointalk.org/index.php?topic=300523.0;;tier3
PPL;PeopleCoin;https://bitcointalk.org/index.php?topic=295980.0;;tier3
XJO;Joulecoin;https://bitcointalk.org/index.php?topic=299308.0;;tier3
MMM;Mavro;https://bitcointalk.org/index.php?topic=300426.0;;tier3
SAV;avingCoin;https://bitcointalk.org/index.php?topic=285621.0;;tier3
SHT;SHITcoin;https://bitcointalk.org/index.php?topic=307419.0;;tier3
NYM;NaanaYaM;https://bitcointalk.org/index.php?topic=325902.0;;tier3
FZ;Frozen;https://bitcointalk.org/index.php?topic=366762.0;;tier3
SEC;Secondscoin;https://bitcointalk.org/index.php?topic=381587.0;;tier3
GRA;Grain;https://bitcointalk.org/index.php?topic=361503.0;;tier3
OSC;OpenSourcecoin;https://bitcointalk.org/index.php?topic=268705.0;;tier3
EAC;Earthcoin;https://bitcointalk.org/index.php?topic=379236.0;;tier3
CENT;Pennies;https://bitcointalk.org/index.php?topic=269145.0;;tier3
NEC;Neocoin;https://bitcointalk.org/index.php?topic=262973.0;;tier3
JPC;Jupitercoin;https://bitcointalk.org/index.php?topic=257528.0;;tier3
CRM;Crimecoin;https://bitcointalk.org/index.php?topic=266387.0;;tier3
VLC;ValueCoin;https://bitcointalk.org/index.php?topic=239666.0;;tier3
GRW;Growthcoin;https://bitcointalk.org/index.php?topic=267019.0;;tier3
SYC;Skycoin;https://bitcointalk.org/index.php?topic=219550.0;;tier3
SXC;Sexcoin;https://bitcointalk.org/index.php?topic=218158.0;;tier3
RYC;RoyalCoin;https://bitcointalk.org/index.php?topic=199839.0;;tier3
DNC;Dragoncoin;https://bitcointalk.org/index.php?topic=216653.0;;tier3
NAN;NanoTokens;https://bitcointalk.org/index.php?topic=242491.0;;tier3
MST;MasterCoin;https://bitcointalk.org/index.php?topic=242406.0;;tier3
USC;UScoin;https://bitcointalk.org/index.php?topic=215465.0;;tier3
FEC;FerretCoin;https://bitcointalk.org/index.php?topic=247208.0;;tier3
CDC;Cloudcoin;https://bitcointalk.org/index.php?topic=256120.0;;tier3
RCH;RichCoin;https://bitcointalk.org/index.php?topic=239251.0;;tier3
XNC;XenCoin;https://bitcointalk.org/index.php?topic=237998.0;;tier3
REC;RealCoin;https://bitcointalk.org/index.php?topic=227149.0;;tier3
ALF;Alphacoin;https://bitcointalk.org/index.php?topic=230868.0;;tier3
RED;Redcoin;https://bitcointalk.org/index.php?topic=246693.0;;tier3
ORB;Orbitcoin;https://bitcointalk.org/index.php?topic=265555.0;;tier3
TDC;TradeCoin;https://bitcointalk.org/index.php?topic=242857.0;;tier3
NUC;NuCoin;https://bitcointalk.org/index.php?topic=241128.0;;tier5
6CN;6coin;https://bitcointalk.org/index.php?topic=239201.0;;tier5
PWC;Powercoin;https://bitcointalk.org/index.php?topic=203505.0;;tier5
SRC;sunrisecoin;https://bitcointalk.org/index.php?topic=206017.0;;tier5
HYC;Hypercoin;https://bitcointalk.org/index.php?topic=218737.0;;tier5
CLC;Coiledcoin;https://bitcointalk.org/index.php?topic=56675.0;;tier5
RUC;Rucoin;https://bitcointalk.org/index.php?topic=48582.0;;tier5
TimeKoin;TimeKoin;https://bitcointalk.org/index.php?topic=88467.0;;tier5
XRP;Ripples;http://ripple.com;;tier5
HUC;HunterCoin;https://bitcointalk.org/index.php?topic=300538.0;;tier6
JPU;JCoin;https://bitcointalk.org/index.php?topic=264556.0;;tier6
EMU;Emunie;https://bitcointalk.org/index.php?topic=246463.0;;tier6
